parent_asin,product_type,title,average_rating,rating_number,price,store,categories,features,description
B006O13O1Q,tablet,"Samsung I957 Galaxy Tab At&t 16gb Wifi 4g 8.9"" Touchscreen Tablet",3.9,33,,SAMSUNG,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]","[""4G LTE - GSM / HSPA / LTE"", ""1.5 GHZ Dual Core Processor / 1GB RAM"", ""Display 8.9\"" - 800X1280pixel"", ""Camera 3MP"", ""Battery 6100mAh""]","[""The Samsung Galaxy Tab 8.9 LTE featues dual-core 1.5 Ghz processors, 720p video recording, a 16GB Hard Drive, and a 3.15 MP Camera with LED flash. It ships with Android OS v3.2 (Honeycomb), and allows for fast internet access via WiFi and AT&T's 4G LTE service. Browse the internet, shop for aps, and stream videos on a beautiful 8.9 inch, 800 x 1280 screen."", ""This device requires a data plan in order to access the internet via 4G LTE, though it comes equipped with WiFi access. Please contact AT&T for details""]"
B09DTJQSCH,tablet,Fujinon XF33mmF1.4 R LM WR,4.7,89,799.95,Fujifilm,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]","[""Simply the Best Passionate image makers are constantly looking for ways to make the most of the best light and the perfect subject. With its unmatched optical quality and ability to resolve details up to 40 megapixels, XF33mmF1.4 R LM WR is poised to deliver vibrant, true-to-life colors, minimal optical aberrations, and outstanding detail in those rare moments where passion meets perfection."", ""Focused on Performance XF33mmF1.4 R LM WR may be the first X Mount lens to have exactly the same equivalent field of view as a 50mm lens, but it certainly won’t be the last one to perfectly blend optical engineering with cutting edge technology. Ready to document events and scenes as they unfold, XF33mmF1.4 R LM WR is equipped with a powerfully accurate linear motor to ensure that images are always in focus and creativity is never suppressed. Fast, near silent, and unerringly accurate, this lens effortlessly performs to keep any image maker in the moment, no matter how brief it is."", ""Precision When It’s Needed Minimal focus breathing, precise manual focus, and wonderfully blurred backgrounds make XF33mmF1.4 R LM WR a perfect choice for videographers who need wide apertures for low-light situations or to create separation between subject and background. Manual focusing is easily controlled, thanks to a mechanism that delivers near-perfect precision down to a minimum object distance of 30cm (11.81in)."", ""Unmatched Quality Featuring 15 elements in 10 groups – including two aspherical and three ED elements – XF33mmF1.4 R LM WR is engineered to provide optimum quality and unparalleled color accuracy, with minimal coma and chromatic aberration. This ensures unmatched resolution and fresh, vibrant color."", ""Engineered for Every Eventuality Weighing just 360g (0.79lb) and measuring 73.5mm (2.89in) in length, XF33mmF1.4 R LM WR is easy to handle, simple to use, and beautifully balanced for any X Series camera. Its gorgeously constructed from its aperture and manual focusing rings to its all metal construction and is built to withstand dust, moisture, and temperatures as low as 14°F (-10°C) when used with a weather-resistant X Series camera, to keep creative doors open when nature tries to keep them closed.""]","[""XF33mmF1.4 R LM WR brings together decades of precision engineering, cutting edge technology, and carefully refined manufacturing processes to usher in a new era of optical brilliance and performance for FUJIFILM X Series cameras and lenses. Weighing just 360g (0.79lb) and measuring only 73.5mm (2.89in) in length, XF33mmF1.4 R LM WR blends advanced design with a history of optical excellence to give any image maker a perfect all-around lens that combines incredible performance with lightning fast autofocus to draw the most out of any image, regardless of it being made today or far off into the future.""]"
B08GKFL2TM,tablet,"Tablet 10 Inch, Android 10 Tablet, 3G Phone Call with Dual Sim Card Tablet PC, 32GB Storage, 1280x800 HD Touchscreen, Quad Core, WiFi, Bluetooth, GPS, FM, 2G/3G Unlocked Phone Network(Silver)",3.4,106,,ZONKO,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]","[""【2020 Latest Android 10 System Phone Tablet】 --- Update the latest Android 10 operating system and fluid Quad Core processor with 1.3 GHz of computing speed, which is more faster , smarter and simper than previous version, provide most efficient and streamlined user experience."", ""【2G/3G Mobile Data & 2.4G WIFI Network】With multiple network, ZONKO X11 Pro supports dual SIM dual standby(sim card not included). You can travel all around the world freely, enables you receive messages or surf the internet while making phone call. The wifi connection perfect for fast connecting network."", ""【Massive Storage】Generous 2GB+32GB storage and 128GB expandable memory means you never have to delete what’s important to you, perfect for watching HD movies, playing games and reading eBooks."", ""【Max Vision display】Enjoy ultrawide views on the stunning 10\"" Max Vision Full HD 1280x800 display, and get the big screen you’ve been craving, Browse, watch, work, and game in an great view."", ""【Up to 8 Hours Battery】Running out of juice is no fun. ZONKO tablet gives you a powerful 6000 mAh battery, designed to last up to 2 days standby time for a single charge. You can stream music for 8 hours, or watch shows and movies for 4-6 hours.""]","[""2G: GSM 850/900/1800/1900"", ""3G: WCDMA CDMA 850/1900/2100"", ""Operating System: Android 10.0"", ""Display: 10.1\"" touch screen"", ""Screen Resolution: 1280*800"", ""Processor: Quad-Core 1.3GHz Processor"", ""Memory: 2GB/32GB(MicroSD Expandable to 128GB)"", ""WIFI: IEEE 802.11b/g/n"", ""Bluetooth: Bluetooth 4.0"", ""G-Sensor: Support"", ""Dual Cameras: Front Camera: 2MP, Rear Camera: 5MP"", ""OTG/ USB Port: 1 x Micro OTG/USB port"", ""Audio Port: 3.5mm Headphone Jack"", ""Extend Card Slot: TF Card Slot"", ""Multi-Language: Supported"", ""What's in the box"", ""1* 10.1\"" 2GB/32GB Tablet"", ""1*USB Cable"", ""1*User's Manual""]"
B0BGHMDZHG,tablet,"Hyjoy 8 inch Kids Tablet, IPS HD Display, Android 10 Tablet PC, 2GB RAM, 32GB Storage, WiFi, Bluetooth, Dual Camera, Games, Parental Control, Kidoz Installed, with Kids-Tablet Case (Blue)",4.0,1610,69.94,Hyjoy,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]","[""✅【New Favorite for Kids】HYJOY kids tablet 8 inch is specially designed for kids and comes preinstalled with popular app FamilyGroup, has an advanced parental control password protection system, screen time setting, security modes, and surfing content management. Creates a safe, clean online environment for entertainment."", ""✅【FHD IPS Touch Screen & Google Play】This kids tablet has a IPS FHD touchscreen that provides an outstanding visual experience. This android tablet gives you full access to Google Play to download a large number of up-to-date educational apps. The 8 inch kids tablet LCD is designed with low blue light technology. With one click you can enter reading mode, reducing screen flicker and eye damage casued by irritating blue light. Greater comfort and safety for your kids' devices."", ""✅【High Performance Tablet】This mini tablet for kids is equipped with the latest version of GMS - certified Android 10.0 operating system, which is safer and faster than the Android 9.0 and eliminates unwanted ads. The 1.6 GHz quad-core processor is 20% faster than normal processors on the basic frequency. The Android kids tablet comes with 32GB RAM and expandable microSD slot (max 128G), making it easier to store e-books, songs, pictures, videos, and more!"", ""✅【Large Capacity Battery 】The 4000mAh lithium polymer battery and low-power CPU enhance your experience and allow you to enjoy up to 6 hours of mixed reading, watching TV shows, surfing the web, and game playing. It's the perfect device for your kids to play and learn. Please note our kids tablet comes with a USB type C cable, but not a charger. Please purchase a 5V 2A charger separately."", ""✅【Portable Kids Tablet with Free Case】Our android tablets are slim and lightweight and fit easily in bags and backpacks, making it possible for you to take yours anywhere, anytime.The free food-grade silicone case is designed to prevent the kids tablet from damage during falls and collisions. Durable, firm, and easy to carry, this children's tablet is especially suitable for children aged 2-10. Truly a wonderful gift for birthdays, Christmas, or any holiday for your kids.""]",[]
B0C288GPRR,tablet,"MEBERRY 2023 Updated Android 11 Tablet 10.1 inch Tablets with 2.0 GHz Octa-Core Processor| 2.4G+5G Wi-Fi| 4GB RAM+64GB ROM| 256GB Expansion| 8000mAh Battery| GPS| Double Camera, Metal Gray",4.2,5408,129.99,MEBERRY,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]","[""【Strong Android 11 System】 : MEBERRY 10.1-inch tablet runs the latest Android 11 (GMS Certified) system with integrated 4 GB operating memory and 64 GB storage memory - up to 256 GB (4--256 GB, applicable), screen resolution 1280x800 IPS and support 8000 mAh battery 7-8 hours video playback (720P and 1080P); 5.0 + 8.0 MP camera support, tablet with dual stereo speakers and fast-transmitting Type C data interface support, SD card| WIFI | GPS accurate | Bluetooth 5.0 support"", ""【More Support】Our 10.1 inch tablet is sold in a multi-accessory combination, like tablet cover, screen protection film, capacitive pen ect. so that customers can use it anywhere. The MEBERRY tablet is equipped with the Android 11 system. With GOOGLE GMS certification, we can freely download any APP in the GOOGLE store, games, music, beauty, email, weather, social apps and more: Netflix support."", ""【5G + 2.4G dual-band WiFi】Supporting 5G /2.4G Dual WiFi connection can make your life more interesting! Connect to 5G wifi, you can quickly access web pages, download APP, and watch movies. 2.4G WIFI signal is relatively stable. You can switch WiFi freely. MEBERRY 5g wifi android tablet is powered by 2.0Ghz Octa-Core CPU processor, which maintains a smoother video performance while reducing heat generated."", ""【Enjoy Your Life 】: M7 Android 11 tablet is 1.38 pounds Light weight and 0.99cm thin, Light and comfortable handle (9 mm thin), It can appear in your backpack, bedside, living room, coffee and shopping, Android 10 tablet can also be carried on the subway, bus, travel, etc. You can take it anywhere whatever work or traveling. It is a perfect tablet. You can use GOOGLE GPS, which is a good navigator."", ""【Package Includes】 : 10.1 inch M7 Tablet, M7 tablet cover, Protective film, Capacitive pen, Instruction manual, USA standard charger, Type C Data Cable. In addition, we offer 24-month worry-free warranty and friendly customer service.""]","[""SCREEN:"", ""Screen size: 10.1 inches"", ""Screen type: IPS"", ""Screen resolution: 1280 * 800 ips"", ""Touch screen: Ten touch screens"", ""STORAGE:"", ""RAM: 4GB"", ""ROM: 64GB"", ""Extended support: Micro SD card"", ""Max Extended: 4-256GB"", ""CPU: OCTA"", ""POWER:"", ""Battery capacity: 8000mAh"", ""Standby time: 30 days"", ""Video playback: 8 hours"", ""Charging time: 3 hours (DC 5V)"", ""Charging times: 80000 times"", ""Call time: 6 hours"", ""SENSOR:"", ""Gyroscope support"", ""Hall sensor support"", ""TRANSMISSION FUNCTION:"", ""WI-FI standard: 802.11 b / g / n"", ""WI-FI band: 2.4G+5G WIFI"", ""Bluetooth: V5.0"", ""CAMERA FUNCTION:"", ""Front camera: 5.0 MP Fixed focus"", ""Rear camera: 8.0 MP fixed focus"", ""Customer protection:"", ""If you have any questions, contact us and we will get back to you within 24 hours.""]"
B01LZVZLB3,tablet,"Apple iPad Mini 4 (32GB, Wi-Fi, Space Gray)",4.5,125,,Apple,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]","[""7.9\"" Retina Display, 2048 x 1536 Resolution"", ""Apple iOS 9, Dual-Core A8 Chip with Quad-Core Graphics"", ""8 MP iSight Camera, 1080p HD Video Recording"", ""Up to 10 Hours of Battery Life, 0.65 lbs"", ""32GB (or more) Capacity, Wi-Fi (802.11a/​b/​g/​n/​ac) + MIMO + Bluetooth 4.2""]","[""7.9‑inch (diagonal) LED‑backlit Multi‑Touch display. 2048‑by‑1536 resolution at 326 pixels per inch (ppi). A8 second-generation chip with 64-bit architecture. 1.2MP photos. FaceTime video calling over Wi‑Fi or cellular. 8MP photos. 1080p HD video recording. Fingerprint identity sensor built into the Home button. Apple Pay with your iPad using Touch ID within apps. Wi‑Fi (802.11a/​b/​g/​n/​ac); dual channel (2.4GHz and 5GHz). Bluetooth 4.2 technology.""]"
B06XC2GJTF,tablet,"Samsung Galaxy Tab S3 9.7-Inch, 32GB Tablet (Silver, SM-T820NZSAXAR)",4.4,1600,164.99,SAMSUNG,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]","[""Includes the Samsung S Pen Stylus; Expandable memory up to 400GB; Processor Speed: Quad Core(2.15 GHz + 1.6 GHz Quad)"", ""Featuring High Dynamic Range on a Super AMOLED display, the Galaxy Tab S3 delivers cinematic vividness, detail and deep contrast to a screen that fits in your hands"", ""Our revolutionary S Pen is more precise and pressure-responsive than ever, and never needs to be charged, liberating you to create, translate, and navigate without limits"", ""Powerful Quad speakers, tuned by AKG, calibrate with your movements as you rotate the Galaxy Tab S3, and intuitively reflect what’s playing on-screen"", ""Easily switch from touch to type with a feather-light keyboard that auto-pairs, attaches on contact and never needs charging (keyboard sold separately)""]","[""Do what you want when you want with the new Galaxy Tab S3, the tablet that redefines what you can do with one device. Whether you're working, playing, creating or gaming, the Galaxy Tab S3 is a blank canvas, a theater screen, and a productivity hub all in one.""]"
B07J4HPFX7,tablet,Apple iPad Air 16GB WiFi Tablet - Space Gray (Renewed),3.8,447,88.07,Amazon Renewed,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]",[],"[""Apple iPad Air features an even thinner design than its predecessor. Dropping almost a quarter of the volume of the previous generation iPad the iPad Air is just 7.5mm thin and weighs just 1 pound (1.05 pounds with cellular). Overall the iPad Air is 28% lighter 20% thinner and 24% less volume than the previous iPad. The iPad Air may be thinner and lighter but it' s still durable and solid. That' s because it still has an aluminum unibody design. Apple introduces the 64-bit architecture to the iPad Air which allows for more robust and powerful apps. Utilizing the A7 chip the iPad Air runs apps faster and more efficiently than its predecessor. In fact the A7 chip runs twice as fast as the A6X chip of the previous generation iPad. Also the A7 chip supports OpenGL ES version 3.0 so the iPad Air can enable detailed graphics and visual effects once only possible on desktop computers and game consoles. The A7 chip is accompanied by the M7 coprocessor which measures the motion of the iPad Air. By pulling data from the accelerometer gyroscope and compass it lightens the load of the A7 chip. This frees up the A7 chip to focus on processing multiple tasks and maintaining fast performance. Even though the iPad Air is 20 percent thinner and more powerful it still manages to maintain its 10-hour battery life. That' s because the A7 chip isn' t just more powerful it' s also more efficient. The iPad Air also gives twice the Wi-Fi performance thanks to dual antennas with MIMO (multiple-input multiple-output) technology. With dual-band 2.4 GHz and 5 GHz 802.11a/b/g/n Wi-Fi the iPad Air can reach download speeds of up to 300 Mbps which is double the data rate of the previous-generation iPad. The 9.7\"" Retina Display makes its return on the iPad Air maintaining its enormous 2048 x 1536 native resolution. At 264 pixels per inch the Retina Display can show up to 3.1 million colors at a time. The Retina Display is also a capacitive touchscreen so you' ll be able to...""]"
B0C134B1DP,tablet,"Kids Tablet, 7 inch Android Tablets for 3GB RAM 32GB ROM, Toddler Tablet with Bluetooth, WiFi, GMS, Parental Control, Dual Camera, Shockproof Case, Educational (Blue)",4.0,68,39.97,aiprotablet,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]","[""2023 New tablet for kids"", ""【100% GUARANTEE】We have our own factory and we have good confidence in the quality of our products. We offer an extended 90-day money-back guarantee period in which you can return your Kids Tablet for any reason. Tip: Kids tablets include a 2-year worry-free guarantee. If it breaks, return it and we'll replace it for free."", ""【A PERFECT TABLET FOR ONLINE LEARNING】 pre-iWawa installed provides endless online age-appropriate contents, This kids tablet features Wi-Fi connectivity and full access to google service, parents can download massive educational Apps on Google Play Store, like Academy Kids, Duolingo, ABC mouse etc, I am sure android tablet will be your kids' good learning partner"", ""【WELL-DESIGNED KID-PROOF CASE】Kid-Proof Case is made of a lightweight, durable, impact-resistant soft material 1.2m drop test that protects the tablet from scratches, The case has stand function, so kids don't need to hold the tablet all the time while learning, watching and playing games."", ""【FASTER WITH LONG LASTING BATTERY】This kids edition tablet Use post-2023 production enhanced Quad-core processor (up to 30% faster than previous gen) 32GB ROM, 7 inch IPS HD Display, Android 11, with Kid-Proof Case, Wi-Fi, dual camera, 5hour battery life"", ""【EASY-TO-USE PARENTAL CONTROL 】Filter and select content for your kids to keep them safe and set screen time limits to keep them healthy. we will answer your any questions within 24 hours. Package includes：1 x Tablet PC, 1 x Protective Silicone Case, 1 x screen protector , 1 x Data Cable, 1 x User Manual""]",[]
B08CSGP4SX,tablet,TOPELOTEK Kids Tablet 7 inch Toddler Tablet Android Tablet for Kids 32GB Parent Control with Pre-Installed Educational APP WiFi Kids Edition Learning Tablet Kid-Proof Case (Pink),3.7,1086,,TOPELOTEK,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]","[""【The Most Lastest Brand New Kids Tablets】TOPELOTEK Cutest Design Bunny Kids Tablet with handles, GMS Certified Kid App content iWAWA Pre-installed, Dual System Parent Mode/Kid Mode, Highest Android 9.0 Version,1.5 GHz Quad-Core Processor 1+32GB Wifi Bluetooth. Android System Supporting all the Languages, including Spanish"", ""【Large Storage and Long Lasting Battery】Our Tablet for kids build-in 4000mAh big capacity battery, which can last for 6-8 hours in normal use, making it portable and ideal for long flights or road trips, which can make a lot of fun for childrens no matter Indoor or Outdoor"", ""【Pre-installed Apps and Unlimited Content】Kids Tablet offers access to a range of age-appropriate and up-to-date content over 20,000 popular apps and games, videos, books, Audible books, and educational content including games, videos, paintings and educational apps, kid-safe websites, math skills, reading, music, puzzles and creative arts, you can also download all the apps like Netflix, Duolingo, Hulu, Amazon Prime Video, YouTube Kids, ABC Mouse, Xfinity Stream, Khan Academy Kids"", ""【Easy To Use Parental Control】7 Tablet for kids Dual System Including Parental Mode and Child Mode, Allow parents to personalize screen time limits, set educational goals, filter age-appropriate content, and also manage web browsing and content usage. Access all tablet features in the adult profile by entering your passcode. These security settings can be adjusted as child grow with content tailored to their age"", ""【100% QUALITY SERVICE】Our Kids tablets Support 30 Days Free Replacement or Refund, 3 Months Quality Service, 7D/24HRS Customer Service. Any questions, please kindly Contact Us!""]",[]
B00OTWS0L6,tablet,"Apple iPad Air 2 Wi-Fi + Cellular, 9.7"" Tablet, 16 GB, 3G/4G, Space Gray (MH2U2LL/A)",4.2,86,,Apple,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]","[""9.7-Inch Retina Display"", ""Touch ID fingerprint sensor"", ""ATX chip"", ""8Mp insight camera"", ""FaceTime HD camera""]","[""At just 6.1 mm, the thinnest iPad ever is also the most capable. It has a re-engineered 9.7-Inch Retina display, the Revolutionary touch ID fingerprint sensor, a powerful A8X chip with 64-bit architecture, a new insight camera, an improved FaceTime HD camera, faster wireless, iOS 8, I cloud, and up to 10 hours of battery life. It also comes with great apps for productivity and creativity. And there are many more apps available in the app store.""]"
B08CKK7HVS,tablet,"Samsung - Galaxy Tab A - 10.1"" Touchscreen FHD (1920 x 1080) - 3GB RAM + 128GB - Wi-Fi Tablet - Silver Touchscreen Portable Tablets, iPuzzle 32GB MicroSD Card",4.7,34,,SAMSUNG,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]","[""10.1\"" Full HD corner-to-corner display. The lightweight premium metal design goes anywere you go."", ""Octa Core (Dual 1.8GB + Hexa 1.6GHz) Lassen O+ (Exynos 7904A) processor, The right combination of fast performance and power efficiency. It allows rapid multitasking, delivers smooth response and unleashes stunning graphics."", ""3GB RAM + 128GB"", ""8MP Rear-Facing and 5MP Front-Facing Camera with autofocus capture the moment perfectly; Dolby Atmos Surround Sound"", ""Android P; Silver, iPuzzle 32GB MicroSD Card""]","[""OS"", ""Android"", ""Processor"", ""Octa Core (Dual 1.8GB + Hexa 1.6GHz)"", ""Lassen O+ (Exynos 7904A)"", ""Color"", ""Silver"", ""Weight"", ""1.03 lbs (469g)"", ""Dimensions"", ""9.65\"" x 5.88\"" x 0.30\"""", ""Camera resolution (Front)"", ""5.0 MP"", ""Camera resolution (Rear)"", ""8.0 MP"", ""Video Recording Resolution"", ""FHD (1920 x 1080)@30fps"", ""Main Camera - Flash"", ""No"", ""Main Camera - Auto Focus"", ""Yes"", ""Battery"", ""Li-Ion 6,150mAh"", ""Memory"", ""3GB RAM + 128GB"", ""External Memory/microSD Capacity"", ""MicroSD"", ""Wi-Fi"", ""802.11 a/b/g/n/ac 2.4G+5GHz, VHT80"", ""USB"", ""USB 2.0"", ""Bluetooth"", ""Bluetooth v5.0 (LE up to 2 Mbps)"", ""ANT+"", ""Yes"", ""Location Technology"", ""GPS,Glonass,Beidou"", ""Earjack"", ""3.5mm Stereo"", ""Wi-Fi Direct"", ""Yes"", ""PC Sync."", ""Smart Switch (PC version)"", ""Display"", ""10.1\"" (255.4mm) 1920 x 1200 (WUXGA) TFT 16M Color Depth"", ""NFC"", ""No"", ""Speaker"", ""2-Speaker"", ""Video Playing Resolution"", ""UHD 4K (3840 x 2160)@30fps"", ""Gear Manager"", ""Galaxy Buds,Gear IconX"", ""Accessories"", ""iPuzzle 32GB MicroSD Card""]"
B00KSLH6TE,tablet,FreedomPop Novatel MiFi 500 (4G LTE & 3G) - Black,2.8,53,,FreedomPop,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]","[""Compact device that fits in your pocket so you can take it anywhere you go"", ""Connect up to 10 devices via Wi-Fi including smartphones, laptops, tablets"", ""Go unplugged with a battery life of 10+ hours"", ""Intuitive navigation keys""]","[""Get 100% Free high speed wireless internet on any device anywhere with Freedom Pop. The Freedom Spot MiFi 500 delivers blazing fast speeds and fits in the palm of your hand. Connect all your mobile devices to the internet including your smartphone, laptop, tablet, or other wireless devices on the go with the super compact Freedom Spot MiFi""]"
B01LB08CDY,tablet,"Huawei MediaPad T1 10.0 Quad Core 9.6"" Android (KitKat) +EMUI Tablet 8GB, Silver/White (US Warranty)",4.0,125,,HUAWEI,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]","[""9.6-inch tablet that incorporates a Qualcomm MSM8916 chip, and a 28 nm A53 quad-core at 1.2 GHz"", ""Light metal unibody and ultra-thin 8.3 mm design, weighs in about 433g grams"", ""800*1280 pixel screen resolution"", ""2-megapixel FF front camera and a 5-megapixel AF rear camera"", ""the Android 4.4 (KitKat) operating system and EMUI 3.0 powered by Huawei. Please refer the User Guide before use.""]","[""The Huawei MediaPad T1 10 is a 9.6-inch tablet that incorporates a Qualcomm MSM8916 chip, and a 28 nm A53 quad-core at 1.2 GHz. With support for Wi-Fi data connection, MediaPad T1 10 provides users with unprecedented access to high-speed Internet services. With a light metal unibody and ultra-thin 8.3 mm design, MediaPad T1 10 weights about 433g grams. MediaPad T1 10 has a screen with a resolution of 8001280 pixels. It comes with a 2-megapixel FF front camera and a 5-megapixel AF rear camera. Support high-speed network connection and high-quality voice calls; Support office, stylus, location & navigation with GPS, A-GPS, GLONASS and BDS. It is a smart assistant of your life entertainment. MediaPad T1 10 runs the Android 4.4 (KitKat) operating system and EMUI 3.0 powered by HUAWEI.""]"
B00422SH5C,tablet,Archos 70 - 8 GB Internet Tablet (Black),3.3,248,,Archos,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]","[""Android 2.2 , ARM Cortex-A8 1 GHz"", ""8 GB integrated"", ""7\"" TFT - Multi-Touch, 800 x 480"", ""WiFi 802.11b/g/n, front facing camera"", ""10.6 oz""]","[""Product Description"", ""Redefine the way you’ll be browsing the web and enjoying HD multimedia with your ARCHOS 70 internet tablet. At home and on the go, you will always have a good reason to use and show this beautiful “window to another world”. With the latest version of Android, enjoy fast web surfing and all your favorite applications, including games with 3D graphic acceleration (rendered with its 3D hardware accelerator) or a soothing eBook viewer. All the functions of a computer: your apps, the Internet, video chat, your photos, music and videos actually fit inside your bag or your briefcase."", ""Amazon.com"", ""Redefine the way you browse the web and enjoy HD multimedia with an ARCHOS 70 internet tablet. With the latest version of Android, enjoy fast web surfing and all your favorite applications, including games with 3D graphic acceleration, all your favorite media, an eBook viewer, and more. All the functions of a computer: your apps, the Internet, video chat, your photos, music and videos actually fit inside your bag or your briefcase."", ""Best ARCHOS Design Yet"", ""Slim and Light"", ""The ARCHOS 70 internet tablet is just .43 inch thick, and weighs 11 ounces (the 250GB hard drive model isn't much bigger). It's easy to fit in your handbag or your briefcase."", ""Leg Stand"", ""You can comfortably enjoy your movies or TV shows using the leg stand to prop up the player on your lap or table."", ""High-Resolution Screen"", ""The wide seven-inch touchscreen, combined with a g-sensor for automatically switching landscape and portrait views, lets you experience fantastic viewing quality. The 800 x 480 pixel high-resolution display is plenty sharp, for enjoying the details. In addition to the HD resolution, the 16:9 aspect ratio is great for widescreen format video."", ""Connections, Connections"", ""Android"", ""Android is the application framework developed by Google for connected mobile devices, coming with a full pack of connected apps, such as a web browser and email application. The five home screens of the Android user interface allow advanced personalization: icons can be placed, moved, or erased with just a flick of a finger. Thanks to the home screen widgets, users can instantly access their favorite applications."", ""Android on TV"", ""Basically, this is what you see on your product screen, but ten times bigger. With its TV output, the ARCHOS 70 internet tablet displays every Android sceen on your wide screen TV. You can then browse your files or surf the Internet from your couch, not to mention enjoying some immersive 3D games."", ""Tethering"", ""Want to be connected anywhere? Grab your mobile phone equipped with a data connection and Bluetooth technology, pair it up to your ARCHOS 70 internet tablet via Bluetooth (or even USB cable), and enjoy easy access to the Internet on your device anytime and anywhere. No need to pay an extra fee when you already have a data service plan. (Note: may not be authorized by your mobile phone operator or may require a special data plan option. Please refer to your contract.)"", ""Serious Multimedia"", ""Unique Android Multimedia Applications"", ""On top of Android's standard offerings, ARCHOS offers its own exclusive applications for music, video, and photos. Get smooth browsing through your album covers and widgets on the home screen to give instant access to your media. Make your own music playlists, browse your songs and music by favorites, or by files recently played or added."", ""ARCHOS also makes your life easier by supporting audio and video formats beyond the standards supported by Android. It can even display subtitles and alternate audio tracks, all you have to do is drag, drop, and play."", ""Other ARCHOS offerings include an internet-connected Photo application with 3D transitions, and the ability to sync your pictures with your Facebook, Picasa or Flickr accounts."", ""Portable HD Video Playback"", ""The ARCHOS 70 internet tablet has a monster seven-inch touchscreen, for movies and TV shows in HD quality."", ""Share Your Pictures"", ""Open the new Gallery application and show your latest vacation to your friends, or even share them via a wireless network."", ""A PC in Your Pocket"", ""Real Web"", ""Connect the ARCHOS 70 internet tablet to your Wi-Fi network and you will be able to do just about everything that you do on your home PC, wherever you are. You will be able to surf the full web, not a scaled-down mobile version of the Internet thanks to Flash 10 support, which let you access to all your favorite websites."", ""Display web pages quickly and at full 800 x 480 pixels with a high-speed processor running at 1 GHz. The browsing experience is made even more intuitive with the Android browser. Tap a part of the text that you're interested in and the display will be automatically resized to the paragraph you want to read."", ""You can also easily check your emails with the Android email client, which gives you the ability to manage all your email accounts (Gmail, Yahoo!, etc)."", ""3D Graphics Accelerator"", ""The ARCHOS 70 internet tablet feature a graphics accelerator (3D OpenGL ES 2.0) to exploit Android 3D capabilities such as 3D games, animated interface with live wallpapers and transitions effects. You will be also able to enjoy the Android interface on your TV screen via the HDMI output. Discover a new way to play games on TV, as your device becomes your gamepad."", ""Google Search"", ""All your searches are done in a simple tap on the Google search bar, which can be placed anywhere on one of the five screens of the Android interface."", ""Apps Galore"", ""AppsLib"", ""Just tap the Appslib icon on the home screen of the ARCHOS 70 internet tablet to immediately discover a large choice of Android apps to download for the widest variety of needs you might have."", ""Application"", ""Want to check the weather, the latest news, your social network account or read ebooks? Simply select the app and it will be available in a couple of seconds."", ""Games"", ""Additionally, this product has a superfast CPU with OpenGL 3D graphic acceleration and a g-sensor to offer you excellent performance for playing the latest 3D games found on the Appslib."", ""What's in the Box"", ""ARCHOS 70 Internet Tablet (8GB), Earphones, USB Cable, Power Adapter, Quick Start Guide, Legal and Safety Notice""]"
B00SSU5PF4,tablet,"IRULU X1s - Quad-core 10.1"" Tablet with Google Android 4.4.2 OS, Dual Camera RAM- 512MB/ROM-8GB, HDMI Port 1024600 Display - Black",3.6,67,,iRULU,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Tablets""]",[],[]
